Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|3|Translated by Shoghi Effendi with the assistance of some English friends
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|230|The bird seeketh its nest; the nightingale the charm of the rose; whilst those birds, the hearts of men, content with transient dust, have strayed far from their eternal nest, and with eyes turned towards the slough of heedlessness are bereft of the glory of the divine presence. Alas! How strange and pitiful; for a mere cupful, they have turned away from the billowing seas of the Most High, and remained far from the most effulgent horizon. 
Bahá’í|Bahá’u’lláh|The Hidden Words |3|section|231|3
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|232|O Friend! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|233|In the garden of thy heart plant naught but the rose of love, and from the nightingale of affection and desire loosen not thy hold. Treasure the companionship of the righteous and eschew all fellowship with the ungodly. 
Bahá’í|Bahá’u’lláh|The Hidden Words |4|section|234|4
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|235|O Son of Justice! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|236|Whither can a lover go but to the land of his beloved? and what seeker findeth rest away from his heart’s desire? To the true lover reunion is life, and separation is death. His breast is void of patience and his heart hath no peace. A myriad lives he would forsake to hasten to the abode of his beloved. 
Bahá’í|Bahá’u’lláh|The Hidden Words |5|section|237|5
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|238|O Son of Dust! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|239|Verily I say unto thee: Of all men the most negligent is he that disputeth idly and seeketh to advance himself over his brother. Say: O brethren! Let deeds, not words, be your adorning. 
Bahá’í|Bahá’u’lláh|The Hidden Words |6|section|240|6
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|241|O Son of Earth! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|242|Know, verily, the heart wherein the least remnant of envy yet lingers, shall never attain My everlasting dominion, nor inhale the sweet savors of holiness breathing from My kingdom of sanctity. 
Bahá’í|Bahá’u’lláh|The Hidden Words |7|section|243|7
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|244|O Son of Love! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|245|Thou art but one step away from the glorious heights above and from the celestial tree of love. Take thou one pace and with the next advance into the immortal realm and enter the pavilion of eternity. Give ear then to that which hath been revealed by the Pen of Glory. 
Bahá’í|Bahá’u’lláh|The Hidden Words |8|section|246|8
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|247|O Son of Glory! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|248|Be swift in the path of holiness, and enter the heaven of communion with Me. Cleanse thy heart with the burnish of the spirit, and hasten to the court of the Most High. 
Bahá’í|Bahá’u’lláh|The Hidden Words |9|section|249|9
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|250|O Fleeting Shadow! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|251|Pass beyond the baser stages of doubt and rise to the exalted heights of certainty. Open the eye of truth, that thou mayest behold the veilless Beauty and exclaim: Hallowed be the Lord, the most excellent of all creators! 
Bahá’í|Bahá’u’lláh|The Hidden Words |10|section|252|10
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|253|O Son of Desire! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|254|Give ear unto this: Never shall mortal eye recognize the everlasting Beauty, nor the lifeless heart delight in aught but in the withered bloom. For like seeketh like, and taketh pleasure in the company of its kind. 
Bahá’í|Bahá’u’lláh|The Hidden Words |11|section|255|11 
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|256|O Son of Dust! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|257|Blind thine eyes, that thou mayest behold My beauty; stop thine ears, that thou mayest hearken unto the sweet melody of My voice; empty thyself of all learning, that thou mayest partake of My knowledge; and sanctify thyself from riches, that thou mayest obtain a lasting share from the ocean of My eternal wealth. Blind thine eyes, that is, to all save My beauty; stop thine ears to all save My word; empty thyself of all learning save the knowledge of Me; that with a clear vision, a pure heart and an attentive ear thou mayest enter the court of My holiness. 
Bahá’í|Bahá’u’lláh|The Hidden Words |12|section|258|12
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|259|O Man of Two Visions! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|260|Close one eye and open the other. Close one to the world and all that is therein, and open the other to the hallowed beauty of the Beloved. 
Bahá’í|Bahá’u’lláh|The Hidden Words |13|section|261|13
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|262|O My Children! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|263|I fear lest, bereft of the melody of the dove of heaven, ye will sink back to the shades of utter loss, and, never having gazed upon the beauty of the rose, return to water and clay. 
Bahá’í|Bahá’u’lláh|The Hidden Words |14|section|264|14
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|265|O Friends! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|266|Abandon not the everlasting beauty for a beauty that must die, and set not your affections on this mortal world of dust. 
Bahá’í|Bahá’u’lláh|The Hidden Words |15|section|267|15
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|268|O Son of Spirit! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|269|The time cometh, when the nightingale of holiness will no longer unfold the inner mysteries and ye will all be bereft of the celestial melody and of the voice from on high. 
Bahá’í|Bahá’u’lláh|The Hidden Words |16|section|270|16
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|271|O Essence of Negligence! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|272|Myriads of mystic tongues find utterance in one speech, and myriads of hidden mysteries are revealed in a single melody; yet, alas, there is no ear to hear, nor heart to understand. 
Bahá’í|Bahá’u’lláh|The Hidden Words |17|section|273|17 
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|274|O Comrades! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|275|The gates that open on the Placeless stand wide and the habitation of the loved one is adorned with the lovers’ blood, yet all but a few remain bereft of this celestial city, and even of these few, none but the smallest handful hath been found with a pure heart and sanctified spirit. 
Bahá’í|Bahá’u’lláh|The Hidden Words |18|section|276|18
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|277|O Ye Dwellers in the Highest Paradise! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|278|Proclaim unto the children of assurance that within the realms of holiness, nigh unto the celestial paradise, a new garden hath appeared, round which circle the denizens of the realm on high and the immortal dwellers of the exalted paradise. Strive, then, that ye may attain that station, that ye may unravel the mysteries of love from its windflowers and learn the secret of divine and consummate wisdom from its eternal fruits. Solaced are the eyes of them that enter and abide therein! 
Bahá’í|Bahá’u’lláh|The Hidden Words |19|section|279|19
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|280|O My Friends! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|281|Have ye forgotten that true and radiant morn, when in those hallowed and blessed surroundings ye were all gathered in My presence beneath the shade of the tree of life, which is planted in the all-glorious paradise? Awestruck ye listened as I gave utterance to these three most holy words: O friends! Prefer not your will to Mine, never desire that which I have not desired for you, and approach Me not with lifeless hearts, defiled with worldly desires and cravings. Would ye but sanctify your souls, ye would at this present hour recall that place and those surroundings, and the truth of My utterance should be made evident unto all of you. 
Bahá’í|Bahá’u’lláh|The Hidden Words |3|paragraph|282|In the eighth of the most holy lines, in the fifth Tablet of Paradise, He saith:
Bahá’í|Bahá’u’lláh|The Hidden Words |20|section|283|20
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|284|O Ye That Are Lying as Dead on the Couch of Heedlessness! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|285|Ages have passed and your precious lives are well-nigh ended, yet not a single breath of purity hath reached Our court of holiness from you. Though immersed in the ocean of misbelief, yet with your lips ye profess the one true faith of God. Him whom I abhor ye have loved, and of My foe ye have made a friend. Notwithstanding, ye walk on My earth complacent and self-satisfied, heedless that My earth is weary of you and everything within it shunneth you. Were ye but to open your eyes, ye would, in truth, prefer a myriad griefs unto this joy, and would count death itself better than this life. 
Bahá’í|Bahá’u’lláh|The Hidden Words |21|section|286|21
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|287|O Moving Form of Dust! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|288|I desire communion with thee, but thou wouldst put no trust in Me. The sword of thy rebellion hath felled the tree of thy hope. At all times I am near unto thee, but thou art ever far from Me. Imperishable glory I have chosen for thee, yet boundless shame thou hast chosen for thyself. While there is yet time, return, and lose not thy chance. 
Bahá’í|Bahá’u’lláh|The Hidden Words |22|section|289|22
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|290|O Son of Desire! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|291|The learned and the wise have for long years striven and failed to attain the presence of the All-Glorious; they have spent their lives in search of Him, yet did not behold the beauty of His countenance. Thou without the least effort didst attain thy goal, and without search hast obtained the object of thy quest. Yet, notwithstanding, thou didst remain so wrapt in the veil of self, that thine eyes beheld not the beauty of the Beloved, nor did thy hand touch the hem of His robe. Ye that have eyes, behold and wonder. 
Bahá’í|Bahá’u’lláh|The Hidden Words |23|section|292|23
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|293|O Dwellers in the City of Love! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|294|Mortal blasts have beset the everlasting candle, and the beauty of the celestial Youth is veiled in the darkness of dust. The chief of the monarchs of love is wronged by the people of tyranny and the dove of holiness lies prisoned in the talons of owls. The dwellers in the pavilion of glory and the celestial concourse bewail and lament, while ye repose in the realm of negligence, and esteem yourselves as of the true friends. How vain are your imaginings! 
Bahá’í|Bahá’u’lláh|The Hidden Words |24|section|295|24
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|296|O Ye That Are Foolish, Yet Have a Name to Be Wise! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|297|Wherefore do ye wear the guise of shepherds, when inwardly ye have become wolves, intent upon My flock? Ye are even as the star, which riseth ere the dawn, and which, though it seem radiant and luminous, leadeth the wayfarers of My city astray into the paths of perdition. 
Bahá’í|Bahá’u’lláh|The Hidden Words |25|section|298|25
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|299|O Ye Seeming Fair Yet Inwardly Foul! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|300|Ye are like clear but bitter water, which to outward seeming is crystal pure but of which, when tested by the divine Assayer, not a drop is accepted. Yea, the sunbeam falls alike upon the dust and the mirror, yet differ they in reflection even as doth the star from the earth: nay, immeasurable is the difference! 
Bahá’í|Bahá’u’lláh|The Hidden Words |26|section|301|26
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|302|O My Friend in Word! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|303|Ponder awhile. Hast thou ever heard that friend and foe should abide in one heart? Cast out then the stranger, that the Friend may enter His home. 
Bahá’í|Bahá’u’lláh|The Hidden Words |27|section|304|27
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|305|O Son of Dust! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|306|All that is in heaven and earth I have ordained for thee, except the human heart, which I have made the habitation of My beauty and glory; yet thou didst give My home and dwelling to another than Me; and whenever the manifestation of My holiness sought His own abode, a stranger found He there, and, homeless, hastened unto the sanctuary of the Beloved. Notwithstanding I have concealed thy secret and desired not thy shame. 
Bahá’í|Bahá’u’lláh|The Hidden Words |28|section|307|28
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|308|O Essence of Desire! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|309|At many a dawn have I turned from the realms of the Placeless unto thine abode, and found thee on the bed of ease busied with others than Myself. Thereupon, even as the flash of the spirit, I returned to the realms of celestial glory and breathed it not in My retreats above unto the hosts of holiness. 
Bahá’í|Bahá’u’lláh|The Hidden Words |29|section|310|29
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|311|O Son of Bounty! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|312|Out of the wastes of nothingness, with the clay of My command I made thee to appear, and have ordained for thy training every atom in existence and the essence of all created things. Thus, ere thou didst issue from thy mother’s womb, I destined for thee two founts of gleaming milk, eyes to watch over thee, and hearts to love thee. Out of My loving-kindness, ’neath the shade of My mercy I nurtured thee, and guarded thee by the essence of My grace and favor. And My purpose in all this was that thou mightest attain My everlasting dominion and become worthy of My invisible bestowals. And yet heedless thou didst remain, and when fully grown, thou didst neglect all My bounties and occupied thyself with thine idle imaginings, in such wise that thou didst become wholly forgetful, and, turning away from the portals of the Friend didst abide within the courts of My enemy. 
Bahá’í|Bahá’u’lláh|The Hidden Words |30|section|313|30
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|314|O Bondslave of the World! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|315|Many a dawn hath the breeze of My loving-kindness wafted over thee and found thee upon the bed of heedlessness fast asleep. Bewailing then thy plight it returned whence it came. 
Bahá’í|Bahá’u’lláh|The Hidden Words |31|section|316|31
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|317|O Son of Earth! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|318|Wouldst thou have Me, seek none other than Me; and wouldst thou gaze upon My beauty, close thine eyes to the world and all that is therein; for My will and the will of another than Me, even as fire and water, cannot dwell together in one heart. 
Bahá’í|Bahá’u’lláh|The Hidden Words |32|section|319|32
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|320|O Befriended Stranger! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|321|The candle of thine heart is lighted by the hand of My power, quench it not with the contrary winds of self and passion. The healer of all thine ills is remembrance of Me, forget it not. Make My love thy treasure and cherish it even as thy very sight and life. 
Bahá’í|Bahá’u’lláh|The Hidden Words |33|section|322|33
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|323|O My Brother! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|324|Hearken to the delightsome words of My honeyed tongue, and quaff the stream of mystic holiness from My sugar-shedding lips. Sow the seeds of My divine wisdom in the pure soil of thy heart, and water them with the water of certitude, that the hyacinths of My knowledge and wisdom may spring up fresh and green in the sacred city of thy heart. 
Bahá’í|Bahá’u’lláh|The Hidden Words |34|section|325|34
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|326|O Dwellers of My Paradise! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|327|With the hands of loving-kindness I have planted in the holy garden of paradise the young tree of your love and friendship, and have watered it with the goodly showers of My tender grace; now that the hour of its fruiting is come, strive that it may be protected, and be not consumed with the flame of desire and passion. 
Bahá’í|Bahá’u’lláh|The Hidden Words |35|section|328|35
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|329|O My Friends! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|330|Quench ye the lamp of error, and kindle within your hearts the everlasting torch of divine guidance. For ere long the assayers of mankind shall, in the holy presence of the Adored, accept naught but purest virtue and deeds of stainless holiness. 
Bahá’í|Bahá’u’lláh|The Hidden Words |36|section|331|36
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|332|O Son of Dust! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|333|The wise are they that speak not unless they obtain a hearing, even as the cup-bearer, who proffereth not his cup till he findeth a seeker, and the lover who crieth not out from the depths of his heart until he gazeth upon the beauty of his beloved. Wherefore sow the seeds of wisdom and knowledge in the pure soil of the heart, and keep them hidden, till the hyacinths of divine wisdom spring from the heart and not from mire and clay. 
Bahá’í|Bahá’u’lláh|The Hidden Words |3|paragraph|334|In the first line of the Tablet it is recorded and written, and within the sanctuary of the tabernacle of God is hidden:
Bahá’í|Bahá’u’lláh|The Hidden Words |37|section|335|37
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|336|O My Servant! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|337|Abandon not for that which perisheth an everlasting dominion, and cast not away celestial sovereignty for a worldly desire. This is the river of everlasting life that hath flowed from the wellspring of the pen of the merciful; well is it with them that drink! 
Bahá’í|Bahá’u’lláh|The Hidden Words |38|section|338|38
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|339|O Son of Spirit! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|340|Burst thy cage asunder, and even as the phoenix of love soar into the firmament of holiness. Renounce thyself and, filled with the spirit of mercy, abide in the realm of celestial sanctity. 
Bahá’í|Bahá’u’lláh|The Hidden Words |39|section|341|39
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|342|O Offspring of Dust! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|343|Be not content with the ease of a passing day, and deprive not thyself of everlasting rest. Barter not the garden of eternal delight for the dust-heap of a mortal world. Up from thy prison ascend unto the glorious meads above, and from thy mortal cage wing thy flight unto the paradise of the Placeless. 
Bahá’í|Bahá’u’lláh|The Hidden Words |40|section|344|40
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|345|O My Servant! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|346|Free thyself from the fetters of this world, and loose thy soul from the prison of self. Seize thy chance, for it will come to thee no more. 
Bahá’í|Bahá’u’lláh|The Hidden Words |41|section|347|41
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|348|O Son of My Handmaid! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|349|Didst thou behold immortal sovereignty, thou wouldst strive to pass from this fleeting world. But to conceal the one from thee and to reveal the other is a mystery which none but the pure in heart can comprehend. 
Bahá’í|Bahá’u’lláh|The Hidden Words |42|section|350|42
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|351|O My Servant! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|352|Purge thy heart from malice and, innocent of envy, enter the divine court of holiness. 
Bahá’í|Bahá’u’lláh|The Hidden Words |43|section|353|43
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|354|O My Friends! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|355|Walk ye in the ways of the good pleasure of the Friend, and know that His pleasure is in the pleasure of His creatures. That is: no man should enter the house of his friend save at his friend’s pleasure, nor lay hands upon his treasures nor prefer his own will to his friend’s, and in no wise seek an advantage over him. Ponder this, ye that have insight! 
Bahá’í|Bahá’u’lláh|The Hidden Words |44|section|356|44
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|357|O Companion of My Throne! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|358|Hear no evil, and see no evil, abase not thyself, neither sigh and weep. Speak no evil, that thou mayest not hear it spoken unto thee, and magnify not the faults of others that thine own faults may not appear great; and wish not the abasement of anyone, that thine own abasement be not exposed. Live then the days of thy life, that are less than a fleeting moment, with thy mind stainless, thy heart unsullied, thy thoughts pure, and thy nature sanctified, so that, free and content, thou mayest put away this mortal frame, and repair unto the mystic paradise and abide in the eternal kingdom forevermore. 
Bahá’í|Bahá’u’lláh|The Hidden Words |45|section|359|45
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|360|Alas! Alas! O Lovers of Worldly Desire! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|361|Even as the swiftness of lightning ye have passed by the Beloved One, and have set your hearts on satanic fancies. Ye bow the knee before your vain imagining, and call it truth. Ye turn your eyes towards the thorn, and name it a flower. Not a pure breath have ye breathed, nor hath the breeze of detachment been wafted from the meadows of your hearts. Ye have cast to the winds the loving counsels of the Beloved and have effaced them utterly from the tablet of your hearts, and even as the beasts of the field, ye move and have your being within the pastures of desire and passion. 
Bahá’í|Bahá’u’lláh|The Hidden Words |46|section|362|46
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|363|O Brethren in the Path! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|364|Wherefore have ye neglected the mention of the Loved One, and kept remote from His holy presence? The essence of beauty is within the peerless pavilion, set upon the throne of glory, whilst ye busy yourselves with idle contentions. The sweet savors of holiness are breathing and the breath of bounty is wafted, yet ye are all sorely afflicted and deprived thereof. Alas for you and for them that walk in your ways and follow in your footsteps! 
Bahá’í|Bahá’u’lláh|The Hidden Words |47|section|365|47
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|366|O Children of Desire! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|367|Put away the garment of vainglory, and divest yourselves of the attire of haughtiness. 
Bahá’í|Bahá’u’lláh|The Hidden Words |3|paragraph|368|In the third of the most holy lines writ and recorded in the Ruby Tablet by the pen of the unseen this is revealed:
Bahá’í|Bahá’u’lláh|The Hidden Words |48|section|369|48
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|370|O Brethren! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|371|Be forbearing one with another and set not your affections on things below. Pride not yourselves in your glory, and be not ashamed of abasement. By My beauty! I have created all things from dust, and to dust will I return them again. 
Bahá’í|Bahá’u’lláh|The Hidden Words |49|section|372|49
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|373|O Children of Dust! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|374|Tell the rich of the midnight sighing of the poor, lest heedlessness lead them into the path of destruction, and deprive them of the Tree of Wealth. To give and to be generous are attributes of Mine; well is it with him that adorneth himself with My virtues. 
Bahá’í|Bahá’u’lláh|The Hidden Words |50|section|375|50
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|376|O Quintessence of Passion! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|377|Put away all covetousness and seek contentment; for the covetous hath ever been deprived, and the contented hath ever been loved and praised. 
Bahá’í|Bahá’u’lláh|The Hidden Words |51|section|378|51
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|379|O Son of My Handmaid! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|380|Be not troubled in poverty nor confident in riches, for poverty is followed by riches, and riches are followed by poverty. Yet to be poor in all save God is a wondrous gift, belittle not the value thereof, for in the end it will make thee rich in God, and thus thou shalt know the meaning of the utterance, “In truth ye are the poor,” and the holy words, “God is the all-possessing,” shall even as the true morn break forth gloriously resplendent upon the horizon of the lover’s heart, and abide secure on the throne of wealth. 
Bahá’í|Bahá’u’lláh|The Hidden Words |52|section|381|52
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|382|O Children of Negligence and Passion! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|383|Ye have suffered My enemy to enter My house and have cast out My friend, for ye have enshrined the love of another than Me in your hearts. Give ear to the sayings of the Friend and turn towards His paradise. Worldly friends, seeking their own good, appear to love one the other, whereas the true Friend hath loved and doth love you for your own sakes; indeed He hath suffered for your guidance countless afflictions. Be not disloyal to such a Friend, nay rather hasten unto Him. Such is the daystar of the word of truth and faithfulness, that hath dawned above the horizon of the pen of the Lord of all names. Open your ears that ye may hearken unto the word of God, the Help in peril, the Self-Existent. 
Bahá’í|Bahá’u’lláh|The Hidden Words |53|section|384|53
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|385|O Ye that Pride Yourselves on Mortal Riches! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|386|Know ye in truth that wealth is a mighty barrier between the seeker and his desire, the lover and his beloved. The rich, but for a few, shall in no wise attain the court of His presence nor enter the city of content and resignation. Well is it then with him, who, being rich, is not hindered by his riches from the eternal kingdom, nor deprived by them of imperishable dominion. By the Most Great Name! The splendor of such a wealthy man shall illuminate the dwellers of heaven even as the sun enlightens the people of the earth! 
Bahá’í|Bahá’u’lláh|The Hidden Words |54|section|387|54
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|388|O Ye Rich Ones on Earth! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|389|The poor in your midst are My trust; guard ye My trust, and be not intent only on your own ease. 
Bahá’í|Bahá’u’lláh|The Hidden Words |55|section|390|55
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|391|O Son of Passion! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|392|Cleanse thyself from the defilement of riches and in perfect peace advance into the realm of poverty; that from the wellspring of detachment thou mayest quaff the wine of immortal life. 
Bahá’í|Bahá’u’lláh|The Hidden Words |56|section|393|56
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|394|O My Son! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|395|The company of the ungodly increaseth sorrow, whilst fellowship with the righteous cleanseth the rust from off the heart. He that seeketh to commune with God, let him betake himself to the companionship of His loved ones; and he that desireth to hearken unto the word of God, let him give ear to the words of His chosen ones. 
Bahá’í|Bahá’u’lláh|The Hidden Words |57|section|396|57
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|397|O Son of Dust!
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|398|Beware! Walk not with the ungodly and seek not fellowship with him, for such companionship turneth the radiance of the heart into infernal fire. 
Bahá’í|Bahá’u’lláh|The Hidden Words |58|section|399|58
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|400|O Son of My Handmaid! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|401|Wouldst thou seek the grace of the Holy Spirit, enter into fellowship with the righteous, for he hath drunk the cup of eternal life at the hands of the immortal Cupbearer and even as the true morn doth quicken and illumine the hearts of the dead. 
Bahá’í|Bahá’u’lláh|The Hidden Words |59|section|402|59
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|403|O Heedless Ones! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|404|Think not the secrets of hearts are hidden, nay, know ye of a certainty that in clear characters they are engraved and are openly manifest in the holy Presence. 
Bahá’í|Bahá’u’lláh|The Hidden Words |60|section|405|60
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|406|O Friends! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|407|Verily I say, whatsoever ye have concealed within your hearts is to Us open and manifest as the day; but that it is hidden is of Our grace and favor, and not of your deserving. 
Bahá’í|Bahá’u’lláh|The Hidden Words |61|section|408|61
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|409|O Son of Man! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|410|A dewdrop out of the fathomless ocean of My mercy I have shed upon the peoples of the world, yet found none turn thereunto, inasmuch as everyone hath turned away from the celestial wine of unity unto the foul dregs of impurity, and, content with mortal cup, hath put away the chalice of immortal beauty. Vile is that wherewith he is contented. 
Bahá’í|Bahá’u’lláh|The Hidden Words |62|section|411|62
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|412|O Son of Dust! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|413|Turn not away thine eyes from the matchless wine of the immortal Beloved, and open them not to foul and mortal dregs. Take from the hands of the divine Cupbearer the chalice of immortal life, that all wisdom may be thine, and that thou mayest hearken unto the mystic voice calling from the realm of the invisible. Cry aloud, ye that are of low aim! Wherefore have ye turned away from My holy and immortal wine unto evanescent water? 
Bahá’í|Bahá’u’lláh|The Hidden Words |63|section|414|63
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|415|O Ye Peoples of the World! 
